,Bird.Code,Day,Month,Month,Year,Full date,Region,molt.size
95140,100982,15,7,Jul,2016,7/15/2016,Humboldt,0
95143,100985,15,7,Jul,2016,7/15/2016,Humboldt,0
95146,100988,15,7,Jul,2016,7/15/2016,Humboldt,0
95152,100994,3,7,Jul,2016,7/3/2016,Humboldt,0
95153,100995,3,7,Jul,2016,7/3/2016,Humboldt,0
95154,100996,3,7,Jul,2016,7/3/2016,Humboldt,0
95155,100997,3,7,Jul,2016,7/3/2016,Humboldt,0
95156,100998,3,7,Jul,2016,7/3/2016,Humboldt,0
95157,100999,3,7,Jul,2016,7/3/2016,Humboldt,0
95158,101000,3,7,Jul,2016,7/3/2016,Humboldt,0
95161,101003,3,7,Jul,2016,7/3/2016,Humboldt,0
95163,101006,1,7,Jul,2016,7/1/2016,Humboldt,0
95165,101008,1,7,Jul,2016,7/1/2016,Humboldt,0
95168,101011,1,7,Jul,2016,7/1/2016,Humboldt,0
95172,101015,1,4,Apr,2016,4/1/2016,Humboldt,0
95178,101021,6,6,Jun,2016,6/6/2016,Humboldt,0
95186,101029,22,8,Aug,2016,8/22/2016,South Coast,0
95188,101031,22,8,Aug,2016,8/22/2016,South Coast,0
95189,101032,22,8,Aug,2016,8/22/2016,South Coast,0
95193,101036,29,5,May,2016,5/29/2016,Humboldt,0
95195,101038,29,5,May,2016,5/29/2016,Humboldt,0
95196,101039,29,5,May,2016,5/29/2016,Humboldt,0
95197,101040,29,5,May,2016,5/29/2016,Humboldt,0
95199,101042,29,5,May,2016,5/29/2016,Humboldt,0
95201,101044,29,5,May,2016,5/29/2016,Humboldt,0
95202,101045,29,5,May,2016,5/29/2016,Humboldt,0
95205,101048,21,5,May,2016,5/21/2016,South Coast,0
95211,101054,21,5,May,2016,5/21/2016,South Coast,0
95212,101055,21,5,May,2016,5/21/2016,South Coast,0
95213,101056,27,5,May,2016,5/27/2016,Humboldt,0
95215,101058,27,5,May,2016,5/27/2016,Humboldt,0
95222,101065,5,6,Jun,2016,6/5/2016,Humboldt,0
95224,101067,6,4,Apr,2016,4/6/2016,Humboldt,0
95228,101071,7,6,Jun,2016,6/7/2016,Humboldt,0
95234,101077,18,6,Jun,2016,6/18/2016,Mendocino,0
95244,101090,27,5,May,2016,5/27/2016,North Coast,0
95245,101091,27,5,May,2016,5/27/2016,North Coast,0
95247,101093,25,6,Jun,2016,6/25/2016,Humboldt,0
95248,101094,25,6,Jun,2016,6/25/2016,Humboldt,0
95249,101095,25,6,Jun,2016,6/25/2016,Humboldt,0
95250,101096,25,6,Jun,2016,6/25/2016,Humboldt,0
95253,101099,25,6,Jun,2016,6/25/2016,Humboldt,0
95254,101100,25,6,Jun,2016,6/25/2016,Humboldt,0
95288,101134,15,6,Jun,2016,6/15/2016,South Coast,0
95289,101135,17,6,Jun,2016,6/17/2016,Oregon South,0
95298,101144,21,7,Jul,2016,7/21/2016,North Coast,0
95509,101357,22,5,May,2016,5/22/2016,Oregon North,0
95512,101360,12,5,May,2016,5/12/2016,Oregon North,0
95515,101363,31,7,Jul,2016,7/31/2016,South Coast,0
95553,101403,17,6,Jun,2016,6/17/2016,Oregon South,0
95555,101408,14,6,Jun,2016,6/14/2016,Humboldt,0
95562,101415,19,6,Jun,2016,6/19/2016,Oregon North,0
95563,101416,19,6,Jun,2016,6/19/2016,Humboldt,0
95564,101417,19,6,Jun,2016,6/19/2016,Humboldt,0
95566,101419,19,6,Jun,2016,6/19/2016,Humboldt,0
95583,101436,28,8,Aug,2016,8/28/2016,South Coast,0
95600,101453,21,8,Aug,2016,8/21/2016,Humboldt,0
95602,101455,21,8,Aug,2016,8/21/2016,Humboldt,0
95605,101458,21,8,Aug,2016,8/21/2016,Oregon South,0
95608,101461,25,6,Jun,2016,6/25/2016,Oregon North,0
95609,101462,25,6,Jun,2016,6/25/2016,Oregon North,0
95622,101475,25,6,Jun,2016,6/25/2016,Oregon North,0
95623,101476,25,6,Jun,2016,6/25/2016,Oregon North,0
95710,101563,26,7,Jul,2016,7/26/2016,Oregon North,0
95711,101564,26,7,Jul,2016,7/26/2016,Oregon North,0
95713,101566,10,7,Jul,2016,7/10/2016,Oregon North,0
95716,101572,25,8,Aug,2016,8/25/2016,Oregon North,0
95717,101573,25,8,Aug,2016,8/25/2016,Oregon North,0
95722,101578,25,8,Aug,2016,8/25/2016,Oregon North,0
95728,101584,24,6,Jun,2016,6/24/2016,Oregon North,0
95730,101586,24,6,Jun,2016,6/24/2016,Oregon North,0
95731,101587,24,6,Jun,2016,6/24/2016,Oregon North,0
95732,101588,24,6,Jun,2016,6/24/2016,Oregon North,0
95767,101651,3,6,Jun,2016,6/3/2016,Humboldt,0
95768,101652,3,6,Jun,2016,6/3/2016,Humboldt,0
95769,101653,3,6,Jun,2016,6/3/2016,Humboldt,0
95770,101654,3,6,Jun,2016,6/3/2016,Humboldt,0
95771,101655,3,6,Jun,2016,6/3/2016,Humboldt,0
95775,101660,30,5,May,2016,5/30/2016,Oregon North,0
95777,101662,25,3,Mar,2016,3/25/2016,Oregon North,0
95786,101671,1,8,Aug,2016,8/1/2016,Oregon South,0
95800,101685,1,8,Aug,2016,8/1/2016,Oregon South,0
95803,101688,1,8,Aug,2016,8/1/2016,Oregon North,0
95805,101690,1,8,Aug,2016,8/1/2016,Humboldt,0
95806,101691,1,8,Aug,2016,8/1/2016,Humboldt,0
95809,101694,1,8,Aug,2016,8/1/2016,Humboldt,0
95810,101695,1,8,Aug,2016,8/1/2016,Humboldt,0
95822,101710,8,7,Jul,2016,7/8/2016,South Coast,0
95825,101713,10,7,Jul,2016,7/10/2016,Oregon North,0
95828,101716,10,7,Jul,2016,7/10/2016,Oregon North,0
95829,101717,10,7,Jul,2016,7/10/2016,Oregon North,0
95830,101718,10,7,Jul,2016,7/10/2016,Oregon North,0
95833,101721,10,7,Jul,2016,7/10/2016,Oregon North,0
95840,101728,10,7,Jul,2016,7/10/2016,Humboldt,0
95843,101731,10,7,Jul,2016,7/10/2016,Humboldt,0
95844,101732,13,7,Jul,2016,7/13/2016,Humboldt,0
95845,101733,13,7,Jul,2016,7/13/2016,Humboldt,0
95846,101734,13,7,Jul,2016,7/13/2016,Humboldt,0
95850,101738,14,7,Jul,2016,7/14/2016,Oregon North,0
95851,101739,14,7,Jul,2016,7/14/2016,South Coast,0
95853,101741,15,7,Jul,2016,7/15/2016,Oregon South,0
95872,101760,18,9,Sep,2016,9/18/2016,Oregon North,0
95907,101796,21,9,Sep,2016,9/21/2016,South Coast,0
95908,101797,21,9,Sep,2016,9/21/2016,South Coast,0
95909,101798,21,9,Sep,2016,9/21/2016,South Coast,0
95921,101810,11,9,Sep,2016,9/11/2016,Oregon North,0
95930,101819,30,6,Jun,2016,6/30/2016,Oregon South,0
95933,101822,30,6,Jun,2016,6/30/2016,Oregon South,0
95934,101823,30,6,Jun,2016,6/30/2016,Oregon South,0
95936,101825,15,6,Jun,2016,6/15/2016,Oregon North,0
95941,101830,15,6,Jun,2016,6/15/2016,Oregon North,0
95943,101832,28,6,Jun,2016,6/28/2016,Oregon North,0
95945,101834,28,6,Jun,2016,6/28/2016,Oregon North,0
95947,101836,12,9,Sep,2016,9/12/2016,Oregon North,0
95954,101843,13,6,Jun,2016,6/13/2016,Oregon South,0
95957,101846,26,6,Jun,2016,6/26/2016,Oregon South,0
95961,101850,26,6,Jun,2016,6/26/2016,Oregon South,0
95963,101852,30,6,Jun,2016,6/30/2016,Humboldt,0
95964,101854,30,6,Jun,2016,6/30/2016,Humboldt,0
95965,101855,30,6,Jun,2016,6/30/2016,Humboldt,0
95966,101856,30,6,Jun,2016,6/30/2016,Humboldt,0
95967,101857,30,6,Jun,2016,6/30/2016,Humboldt,0
95968,101858,30,6,Jun,2016,6/30/2016,Humboldt,0
95969,101859,30,6,Jun,2016,6/30/2016,Humboldt,0
95970,101860,30,6,Jun,2016,6/30/2016,Humboldt,0
95971,101861,30,6,Jun,2016,6/30/2016,Humboldt,0
95972,101862,30,6,Jun,2016,6/30/2016,Humboldt,0
95973,101863,30,6,Jun,2016,6/30/2016,Humboldt,0
95974,101864,30,6,Jun,2016,6/30/2016,Humboldt,0
95975,101865,30,6,Jun,2016,6/30/2016,Humboldt,0
95976,101866,30,6,Jun,2016,6/30/2016,Humboldt,0
95977,101867,30,6,Jun,2016,6/30/2016,Humboldt,0
95980,101870,30,6,Jun,2016,6/30/2016,Humboldt,0
95981,101871,30,6,Jun,2016,6/30/2016,Humboldt,0
95987,101877,18,6,Jun,2016,6/18/2016,South Coast,0
95995,101886,29,9,Sep,2016,9/29/2016,Oregon North,0
96014,101906,29,6,Jun,2016,6/29/2016,Humboldt,0
96015,101907,29,6,Jun,2016,6/29/2016,Humboldt,0
96016,101908,29,6,Jun,2016,6/29/2016,Humboldt,0
96017,101909,29,6,Jun,2016,6/29/2016,Humboldt,0
96018,101910,29,6,Jun,2016,6/29/2016,Humboldt,0
96019,101911,29,6,Jun,2016,6/29/2016,Humboldt,0
96021,101913,29,6,Jun,2016,6/29/2016,Humboldt,0
96023,101915,29,6,Jun,2016,6/29/2016,Humboldt,0
96025,101917,12,7,Jul,2016,7/12/2016,Oregon North,0
96026,101918,12,7,Jul,2016,7/12/2016,Oregon North,0
96029,101922,12,7,Jul,2016,7/12/2016,Oregon North,0
96030,101923,12,7,Jul,2016,7/12/2016,Oregon North,0
96033,101926,12,7,Jul,2016,7/12/2016,Oregon North,0
96034,101927,12,7,Jul,2016,7/12/2016,Oregon North,0
96035,101928,12,7,Jul,2016,7/12/2016,Oregon North,0
96038,101931,24,9,Sep,2016,9/24/2016,Humboldt,0
96050,101943,25,6,Jun,2016,6/25/2016,Humboldt,0
96051,101944,25,6,Jun,2016,6/25/2016,Humboldt,0
96053,101946,25,6,Jun,2016,6/25/2016,Humboldt,0
96059,101953,30,9,Sep,2016,9/30/2016,Oregon North,0
96072,101966,24,6,Jun,2016,6/24/2016,Oregon South,0
96074,101968,23,6,Jun,2016,6/23/2016,Humboldt,0
96075,101969,23,6,Jun,2016,6/23/2016,Humboldt,0
96076,101970,23,6,Jun,2016,6/23/2016,Humboldt,0
96077,101971,23,6,Jun,2016,6/23/2016,Humboldt,0
96079,101973,23,6,Jun,2016,6/23/2016,Humboldt,0
96092,101989,3,7,Jul,2016,7/3/2016,Oregon North,0
96122,102021,21,9,Sep,2016,9/21/2016,South Coast,0
96123,102022,21,9,Sep,2016,9/21/2016,South Coast,0
96145,102044,28,9,Sep,2016,9/28/2016,Humboldt,0
96146,102045,28,9,Sep,2016,9/28/2016,Humboldt,0
96147,102046,28,9,Sep,2016,9/28/2016,Humboldt,0
96148,102047,28,9,Sep,2016,9/28/2016,Humboldt,0
96151,102050,19,9,Sep,2016,9/19/2016,South Coast,0
96152,102051,29,7,Jul,2016,7/29/2016,Oregon North,0
96155,102054,29,7,Jul,2016,7/29/2016,Oregon North,0
96157,102056,29,7,Jul,2016,7/29/2016,Oregon North,0
96158,102057,29,7,Jul,2016,7/29/2016,Oregon North,0
96160,102059,29,7,Jul,2016,7/29/2016,Oregon North,0
96164,102063,1,10,Oct,2016,10/1/2016,Humboldt,0
96165,102064,1,10,Oct,2016,10/1/2016,Humboldt,0
96167,102066,1,10,Oct,2016,10/1/2016,Humboldt,0
96168,102067,2,7,Jul,2016,7/2/2016,Oregon South,0
96192,102091,29,9,Sep,2016,9/29/2016,Oregon North,0
96198,102097,29,9,Sep,2016,9/29/2016,Oregon North,0
96200,102099,29,9,Sep,2016,9/29/2016,Oregon North,0
96218,102117,28,9,Sep,2016,9/28/2016,Oregon North,0
96221,102124,30,7,Jul,2016,7/30/2016,Humboldt,0
96222,102126,30,7,Jul,2016,7/30/2016,Humboldt,0
96224,102129,30,7,Jul,2016,7/30/2016,Humboldt,0
96228,102133,30,7,Jul,2016,7/30/2016,Humboldt,0
96230,102135,30,7,Jul,2016,7/30/2016,Humboldt,0
96237,102142,30,7,Jul,2016,7/30/2016,Humboldt,0
96238,102143,30,7,Jul,2016,7/30/2016,Humboldt,0
96242,102147,19,7,Jul,2016,7/19/2016,Humboldt,0
96243,102148,19,7,Jul,2016,7/19/2016,Humboldt,0
96244,102149,19,7,Jul,2016,7/19/2016,Humboldt,0
96246,102151,19,7,Jul,2016,7/19/2016,Humboldt,0
96248,102153,19,7,Jul,2016,7/19/2016,Humboldt,0
96251,102156,24,7,Jul,2016,7/24/2016,Humboldt,0
96253,102158,24,7,Jul,2016,7/24/2016,Oregon North,0
96254,102159,24,7,Jul,2016,7/24/2016,Oregon North,0
96272,102178,7,7,Jul,2016,7/7/2016,Humboldt,0
96273,102179,7,7,Jul,2016,7/7/2016,Humboldt,0
96274,102180,7,7,Jul,2016,7/7/2016,Humboldt,0
96278,102184,7,7,Jul,2016,7/7/2016,Humboldt,0
96279,102185,7,7,Jul,2016,7/7/2016,Humboldt,0
96280,102186,7,7,Jul,2016,7/7/2016,Humboldt,0
96281,102187,7,7,Jul,2016,7/7/2016,Humboldt,0
96282,102188,7,7,Jul,2016,7/7/2016,Humboldt,0
96284,102190,7,7,Jul,2016,7/7/2016,Humboldt,0
96285,102191,7,7,Jul,2016,7/7/2016,Humboldt,0
96286,102192,7,7,Jul,2016,7/7/2016,Humboldt,0
96287,102193,7,7,Jul,2016,7/7/2016,Humboldt,0
96288,102194,7,7,Jul,2016,7/7/2016,Humboldt,0
96292,102198,7,7,Jul,2016,7/7/2016,Humboldt,0
96293,102199,7,7,Jul,2016,7/7/2016,Humboldt,0
96294,102200,7,7,Jul,2016,7/7/2016,Humboldt,0
96295,102201,7,7,Jul,2016,7/7/2016,Humboldt,0
96297,102203,7,7,Jul,2016,7/7/2016,Humboldt,0
96298,102204,7,7,Jul,2016,7/7/2016,Humboldt,0
96299,102205,7,7,Jul,2016,7/7/2016,Humboldt,0
96300,102206,7,7,Jul,2016,7/7/2016,Humboldt,0
96301,102207,7,7,Jul,2016,7/7/2016,Humboldt,0
96302,102208,7,7,Jul,2016,7/7/2016,Humboldt,0
96303,102209,7,7,Jul,2016,7/7/2016,Humboldt,0
96304,102210,7,7,Jul,2016,7/7/2016,Humboldt,0
96305,102211,7,7,Jul,2016,7/7/2016,Humboldt,0
96307,102213,7,7,Jul,2016,7/7/2016,Humboldt,0
96309,102215,7,7,Jul,2016,7/7/2016,Humboldt,0
96310,102216,7,7,Jul,2016,7/7/2016,Humboldt,0
96312,102218,7,7,Jul,2016,7/7/2016,Humboldt,0
96314,102220,7,7,Jul,2016,7/7/2016,Humboldt,0
96316,102222,7,7,Jul,2016,7/7/2016,Humboldt,0
96317,102223,7,7,Jul,2016,7/7/2016,Humboldt,0
96319,102225,7,7,Jul,2016,7/7/2016,Humboldt,0
96320,102226,7,7,Jul,2016,7/7/2016,Humboldt,0
96321,102227,7,7,Jul,2016,7/7/2016,Humboldt,0
96322,102228,7,7,Jul,2016,7/7/2016,Humboldt,0
96323,102229,7,7,Jul,2016,7/7/2016,Humboldt,0
96324,102230,7,7,Jul,2016,7/7/2016,Humboldt,0
96325,102231,7,7,Jul,2016,7/7/2016,Humboldt,0
96326,102232,7,7,Jul,2016,7/7/2016,Humboldt,0
96328,102234,7,7,Jul,2016,7/7/2016,Humboldt,0
96329,102235,7,7,Jul,2016,7/7/2016,Humboldt,0
96332,102238,18,7,Jul,2016,7/18/2016,South Coast,0
96349,102255,10,7,Jul,2016,7/10/2016,Oregon North,0
96350,102256,10,7,Jul,2016,7/10/2016,Oregon North,0
96362,102268,1,9,Sep,2016,9/1/2016,Oregon North,0
96373,102279,1,9,Sep,2016,9/1/2016,Oregon North,0
96386,102292,15,8,Aug,2016,8/15/2016,Oregon North,0
96389,102295,15,8,Aug,2016,8/15/2016,Oregon North,0
96390,102296,15,8,Aug,2016,8/15/2016,Oregon North,0
96391,102297,15,8,Aug,2016,8/15/2016,Oregon North,0
96392,102298,20,7,Jul,2016,7/20/2016,Oregon North,0
96398,102304,30,7,Jul,2016,7/30/2016,Oregon North,0
96400,102306,30,7,Jul,2016,7/30/2016,Oregon North,0
96401,102307,30,7,Jul,2016,7/30/2016,Oregon North,0
96417,102323,24,7,Jul,2016,7/24/2016,Humboldt,0
96420,102326,24,7,Jul,2016,7/24/2016,Humboldt,0
96425,102332,20,7,Jul,2016,7/20/2016,Oregon North,0
96426,102333,20,7,Jul,2016,7/20/2016,Oregon North,0
96427,102334,20,7,Jul,2016,7/20/2016,Oregon North,0
96429,102336,30,7,Jul,2016,7/30/2016,Oregon South,0
96433,102340,30,7,Jul,2016,7/30/2016,Oregon South,0
96438,102345,30,7,Jul,2016,7/30/2016,Oregon South,0
96442,102350,22,7,Jul,2016,7/22/2016,Humboldt,0
96443,102351,22,7,Jul,2016,7/22/2016,Humboldt,0
96444,102352,22,7,Jul,2016,7/22/2016,Humboldt,0
96445,102353,22,7,Jul,2016,7/22/2016,Humboldt,0
96446,102354,22,7,Jul,2016,7/22/2016,Humboldt,0
96447,102355,22,7,Jul,2016,7/22/2016,Humboldt,0
96448,102356,22,7,Jul,2016,7/22/2016,Humboldt,0
96449,102357,22,7,Jul,2016,7/22/2016,Humboldt,0
96450,102358,22,7,Jul,2016,7/22/2016,Humboldt,0
96451,102359,22,7,Jul,2016,7/22/2016,Humboldt,0
96453,102361,22,7,Jul,2016,7/22/2016,Humboldt,0
96455,102363,22,7,Jul,2016,7/22/2016,Humboldt,0
96456,102364,22,7,Jul,2016,7/22/2016,Humboldt,0
96458,102366,17,7,Jul,2016,7/17/2016,Oregon South,0
96462,102370,17,7,Jul,2016,7/17/2016,Oregon North,0
96466,102374,17,7,Jul,2016,7/17/2016,Humboldt,0
96467,102375,17,7,Jul,2016,7/17/2016,Humboldt,0
96468,102376,17,7,Jul,2016,7/17/2016,Humboldt,0
96473,102381,17,7,Jul,2016,7/17/2016,Humboldt,0
96474,102382,17,7,Jul,2016,7/17/2016,Humboldt,0
96489,102397,8,7,Jul,2016,7/8/2016,Oregon North,0
96491,102399,10,7,Jul,2016,7/10/2016,Oregon South,0
96492,102400,10,7,Jul,2016,7/10/2016,Oregon South,0
96497,102405,1,8,Aug,2016,8/1/2016,Humboldt,0
96498,102406,1,8,Aug,2016,8/1/2016,Humboldt,0
96500,102408,1,8,Aug,2016,8/1/2016,Humboldt,0
96501,102409,1,8,Aug,2016,8/1/2016,Humboldt,0
96502,102410,1,8,Aug,2016,8/1/2016,Humboldt,0
96504,102412,1,8,Aug,2016,8/1/2016,Humboldt,0
96505,102413,1,8,Aug,2016,8/1/2016,Humboldt,0
96529,102437,31,7,Jul,2016,7/31/2016,Oregon North,0
96560,102468,17,7,Jul,2016,7/17/2016,North Coast,0
96601,102511,8,10,Oct,2016,10/8/2016,Oregon North,0
96610,102521,21,8,Aug,2016,8/21/2016,Oregon North,0
96643,102554,9,10,Oct,2016,10/9/2016,South Coast,0
96652,102563,3,8,Aug,2016,8/3/2016,Oregon South,0
96653,102564,3,8,Aug,2016,8/3/2016,Oregon South,0
96656,102567,1,4,Apr,2016,4/1/2016,Humboldt,0
96657,102568,1,4,Apr,2016,4/1/2016,Humboldt,0
96698,102609,25,8,Aug,2016,8/25/2016,Oregon North,0
96713,102624,30,9,Sep,2016,9/30/2016,Oregon North,0
96735,102646,31,8,Aug,2016,8/31/2016,Oregon North,0
96742,102653,31,8,Aug,2016,8/31/2016,Oregon North,0
96747,102658,6,8,Aug,2016,8/6/2016,South Coast,0
96748,102659,6,8,Aug,2016,8/6/2016,South Coast,0
96752,102663,6,8,Aug,2016,8/6/2016,South Coast,0
96792,102703,29,8,Aug,2016,8/29/2016,Humboldt,0
96794,102705,29,8,Aug,2016,8/29/2016,Humboldt,0
96795,102706,28,8,Aug,2016,8/28/2016,Humboldt,0
96807,102718,20,7,Jul,2016,7/20/2016,Humboldt,0
96815,102726,22,7,Jul,2016,7/22/2016,Oregon South,0
96819,102730,22,7,Jul,2016,7/22/2016,Oregon South,0
96823,102734,20,7,Jul,2016,7/20/2016,Humboldt,0
96837,102748,8,8,Aug,2016,8/8/2016,Oregon South,0
96840,102751,8,8,Aug,2016,8/8/2016,Oregon South,0
96841,102752,8,8,Aug,2016,8/8/2016,Oregon South,0
96842,102753,8,8,Aug,2016,8/8/2016,Oregon South,0
96843,102754,8,8,Aug,2016,8/8/2016,Oregon South,0
96844,102755,8,8,Aug,2016,8/8/2016,Oregon South,0
96861,102772,26,8,Aug,2016,8/26/2016,North Coast,0
96880,102808,12,10,Oct,2016,10/12/2016,Oregon North,0
96883,102811,10,7,Jul,2016,7/10/2016,Humboldt,0
96884,102812,10,7,Jul,2016,7/10/2016,Humboldt,0
96885,102813,10,7,Jul,2016,7/10/2016,Humboldt,0
96889,102817,18,8,Aug,2016,8/18/2016,Oregon North,0
96900,102828,18,8,Aug,2016,8/18/2016,Oregon North,0
96903,102831,18,8,Aug,2016,8/18/2016,Oregon North,0
96906,102834,27,3,Mar,2016,3/27/2016,Humboldt,0
96907,102835,27,3,Mar,2016,3/27/2016,Humboldt,0
96908,102836,27,3,Mar,2016,3/27/2016,Humboldt,0
96916,102844,29,8,Aug,2016,8/29/2016,Oregon North,0
96917,102845,29,8,Aug,2016,8/29/2016,Oregon North,0
96988,102916,29,9,Sep,2016,9/29/2016,Oregon North,0
97011,102939,15,8,Aug,2016,8/15/2016,Humboldt,0
97012,102940,15,8,Aug,2016,8/15/2016,Humboldt,0
97013,102941,15,8,Aug,2016,8/15/2016,Humboldt,0
97014,102942,15,8,Aug,2016,8/15/2016,Humboldt,0
97045,102973,30,9,Sep,2016,9/30/2016,Strait,0
97056,102984,16,7,Jul,2016,7/16/2016,Humboldt,0
97057,102985,16,7,Jul,2016,7/16/2016,Humboldt,0
97058,102986,20,9,Sep,2016,9/20/2016,Oregon North,0
97059,102987,16,7,Jul,2016,7/16/2016,Humboldt,0
97060,102988,20,9,Sep,2016,9/20/2016,Oregon North,0
97061,102989,16,7,Jul,2016,7/16/2016,Humboldt,0
97066,102994,20,9,Sep,2016,9/20/2016,Oregon North,0
97076,103005,7,9,Sep,2016,9/7/2016,Oregon North,0
97083,103012,7,9,Sep,2016,9/7/2016,Oregon North,0
97084,103013,7,9,Sep,2016,9/7/2016,Oregon North,0
97085,103014,7,9,Sep,2016,9/7/2016,Oregon North,0
97088,103017,7,9,Sep,2016,9/7/2016,Oregon North,0
97091,103025,10,7,Jul,2016,7/10/2016,Humboldt,0
97092,103026,10,7,Jul,2016,7/10/2016,Humboldt,0
97094,103028,10,7,Jul,2016,7/10/2016,Humboldt,0
97102,103036,14,7,Jul,2016,7/14/2016,Humboldt,0
97118,103052,24,7,Jul,2016,7/24/2016,Oregon South,0
97145,103081,24,9,Sep,2016,9/24/2016,South Coast,0
97147,103084,25,7,Jul,2016,7/25/2016,Oregon North,0
97148,103085,25,7,Jul,2016,7/25/2016,Oregon North,0
97158,103096,26,7,Jul,2016,7/26/2016,Humboldt,0
97159,103097,26,7,Jul,2016,7/26/2016,Humboldt,0
97166,103104,27,7,Jul,2016,7/27/2016,Oregon North,0
97176,103115,6,10,Oct,2016,10/6/2016,Oregon South,0
97179,103118,19,9,Sep,2016,9/19/2016,Oregon North,0
97209,103150,29,7,Jul,2016,7/29/2016,South Coast,0
97211,103152,29,7,Jul,2016,7/29/2016,South Coast,0
97217,103159,29,7,Jul,2016,7/29/2016,South Coast,0
97221,103163,19,9,Sep,2016,9/19/2016,Oregon North,0
97225,103167,29,7,Jul,2016,7/29/2016,South Coast,0
97226,103168,19,9,Sep,2016,9/19/2016,Oregon North,0
97227,103169,30,7,Jul,2016,7/30/2016,Oregon North,0
97230,103172,30,7,Jul,2016,7/30/2016,Oregon North,0
97234,103176,21,9,Sep,2016,9/21/2016,Humboldt,0
97236,103178,21,9,Sep,2016,9/21/2016,Humboldt,0
97239,103181,21,9,Sep,2016,9/21/2016,Humboldt,0
97241,103183,21,9,Sep,2016,9/21/2016,Humboldt,0
97245,103187,21,9,Sep,2016,9/21/2016,Humboldt,0
97250,103192,6,8,Aug,2016,8/6/2016,Oregon North,0
97273,103215,8,8,Aug,2016,8/8/2016,South Coast,0
97308,103258,6,8,Aug,2016,8/6/2016,Humboldt,0
97312,103262,6,8,Aug,2016,8/6/2016,Humboldt,0
97313,103263,16,9,Sep,2016,9/16/2016,Oregon South,0
97314,103264,6,8,Aug,2016,8/6/2016,Humboldt,0
97327,103277,13,8,Aug,2016,8/13/2016,Humboldt,0
97348,103300,14,8,Aug,2016,8/14/2016,South Coast,0
97357,103309,11,8,Aug,2016,8/11/2016,Humboldt,0
97372,103331,10,8,Aug,2016,8/10/2016,Oregon South,0
97378,103337,11,8,Aug,2016,8/11/2016,South Coast,0
97380,103339,11,8,Aug,2016,8/11/2016,South Coast,0
97403,103377,8,9,Sep,2016,9/8/2016,Humboldt,0
97405,103379,8,9,Sep,2016,9/8/2016,Humboldt,0
97406,103380,8,9,Sep,2016,9/8/2016,Humboldt,0
97444,103418,11,9,Sep,2016,9/11/2016,Oregon North,0
97445,103419,11,9,Sep,2016,9/11/2016,Oregon North,0
97446,103420,11,9,Sep,2016,9/11/2016,Oregon North,0
97456,103430,11,9,Sep,2016,9/11/2016,Oregon North,0
97458,103432,11,9,Sep,2016,9/11/2016,Oregon North,0
97470,103444,11,9,Sep,2016,9/11/2016,Oregon North,0
97479,103453,23,9,Sep,2016,9/23/2016,Oregon North,0
97494,103469,23,9,Sep,2016,9/23/2016,Oregon North,0
97496,103471,16,8,Aug,2016,8/16/2016,Oregon North,0
97498,103473,23,9,Sep,2016,9/23/2016,Oregon North,0
97524,103501,16,8,Aug,2016,8/16/2016,South Coast,0
97538,103515,11,10,Oct,2016,10/11/2016,Oregon North,0
97546,103523,16,8,Aug,2016,8/16/2016,North Coast,0
97559,103536,16,8,Aug,2016,8/16/2016,Oregon North,0
97567,103544,16,8,Aug,2016,8/16/2016,Oregon North,0
97570,103547,16,8,Aug,2016,8/16/2016,Oregon North,0
97611,103591,17,8,Aug,2016,8/17/2016,North Coast,0
97634,103615,18,8,Aug,2016,8/18/2016,Oregon North,0
97636,103617,21,8,Aug,2016,8/21/2016,Oregon North,0
97637,103618,18,8,Aug,2016,8/18/2016,Oregon North,0
97646,103627,18,8,Aug,2016,8/18/2016,Oregon North,0
97647,103628,18,8,Aug,2016,8/18/2016,Oregon North,0
97648,103629,18,8,Aug,2016,8/18/2016,Oregon North,0
97655,103636,27,7,Jul,2016,7/27/2016,Humboldt,0
97665,103646,27,7,Jul,2016,7/27/2016,Humboldt,0
97672,103653,27,7,Jul,2016,7/27/2016,Humboldt,0
97673,103654,27,7,Jul,2016,7/27/2016,Humboldt,0
97674,103655,29,5,May,2016,5/29/2016,Oregon North,0
97675,103656,29,5,May,2016,5/29/2016,Oregon North,0
97682,103663,29,5,May,2016,5/29/2016,Oregon North,0
97710,103691,22,8,Aug,2016,8/22/2016,Oregon North,0
97711,103692,18,8,Aug,2016,8/18/2016,Oregon North,0
97712,103693,18,8,Aug,2016,8/18/2016,Oregon North,0
97713,103694,22,8,Aug,2016,8/22/2016,Oregon North,0
97714,103695,18,8,Aug,2016,8/18/2016,Oregon North,0
97729,103710,25,8,Aug,2016,8/25/2016,South Coast,0
97736,103717,25,8,Aug,2016,8/25/2016,South Coast,0
97745,103726,25,8,Aug,2016,8/25/2016,South Coast,0
97767,103748,25,8,Aug,2016,8/25/2016,Humboldt,0
97778,103759,27,8,Aug,2016,8/27/2016,Oregon South,0
97779,103760,27,8,Aug,2016,8/27/2016,Oregon South,0
97780,103761,26,8,Aug,2016,8/26/2016,Oregon North,0
97795,103776,28,8,Aug,2016,8/28/2016,South Coast,0
97800,103781,19,10,Oct,2016,10/19/2016,South Coast,0
97824,103806,24,8,Aug,2016,8/24/2016,Humboldt,0
97825,103807,24,8,Aug,2016,8/24/2016,Humboldt,0
