YYYY,MM,DD,hh,WD,WSPD,WVHT
2016,5,23,21,243,2.6,1.9
2016,5,23,22,253,2.4,1.77
2016,5,23,23,290,3.7,1.95
2016,5,24,0,324,4.6,2.07
2016,5,24,1,335,5.4,1.86
2016,5,24,2,342,5.4,1.8
2016,5,24,3,352,5.4,2.01
2016,5,24,4,345,5.6,1.99
2016,5,24,5,338,4.7,1.84
2016,5,24,6,341,4.2,2.2
2016,5,24,7,324,5,1.73
2016,5,24,8,329,3.8,1.91
2016,5,24,9,319,4.6,1.84
2016,5,24,10,324,3.7,1.97
2016,5,24,11,319,4.6,1.81
2016,5,24,12,324,5.3,1.95
2016,5,24,13,323,6.2,1.78
2016,5,24,14,331,5.3,1.81
2016,5,24,15,329,4.2,2.01
2016,5,24,16,294,6.1,1.94
2016,5,24,17,323,4.6,1.93
2016,5,24,18,313,3.6,1.82
2016,5,24,19,352,2.2,1.73
2016,5,24,20,304,4.5,1.69
2016,5,24,21,301,4.6,1.78
2016,5,24,22,310,4.5,1.71
2016,5,24,23,297,4.4,1.44
2016,5,25,0,307,5.3,1.56
2016,5,25,1,297,5.5,1.61
2016,5,25,2,313,3.7,1.65
2016,5,25,3,308,4,1.63
2016,5,25,4,300,5.1,1.56
2016,5,25,5,307,3.9,1.6
2016,5,25,6,314,4.9,1.61
2016,5,25,7,312,5.3,1.61
2016,5,25,8,315,5.2,1.65
2016,5,25,9,305,5.4,1.5
2016,5,25,10,317,5.6,1.61
2016,5,25,11,330,5.6,1.46
2016,5,25,12,313,5.7,1.57
2016,5,25,13,308,5.5,1.54
2016,5,25,14,308,4.5,1.52
2016,5,25,15,291,4.2,1.5
2016,5,25,16,295,6.2,1.67
2016,5,25,17,292,5.4,1.59
2016,5,25,18,287,5.8,1.76
2016,5,25,19,289,6.1,1.82
2016,5,25,20,296,6.6,1.82
2016,5,25,21,292,6.5,1.77
2016,5,25,22,294,6.8,1.86
2016,5,25,23,298,6,1.82
2016,5,26,0,299,6.3,1.7
2016,5,26,1,300,5.8,1.73
2016,5,26,2,303,5.6,1.65
2016,5,26,3,313,7,1.42
2016,5,26,4,324,5.8,1.54
2016,5,26,5,318,6.1,1.48
2016,5,26,6,318,5.8,1.65
2016,5,26,7,313,5.9,1.54
2016,5,26,8,312,5.9,1.68
2016,5,26,9,323,7.1,1.81
2016,5,26,10,314,7,1.87
2016,5,26,11,313,6.8,1.72
2016,5,26,12,324,6.2,1.81
2016,5,26,13,306,5.8,1.8
2016,5,26,14,315,6.2,1.95
2016,5,26,15,307,6.9,2.16
2016,5,26,16,350,4.7,2.2
2016,5,26,17,316,5.2,2.06
2016,5,26,18,320,5.6,2.17
2016,5,26,19,319,5.9,1.93
2016,5,26,20,313,6,1.9
2016,5,26,21,305,7.2,1.79
2016,5,26,22,308,5.4,2.02
2016,5,26,23,308,5.3,2.24
2016,5,27,0,296,6.4,2.21
2016,5,27,1,309,5.2,1.95
2016,5,27,2,285,6.4,1.99
2016,5,27,3,287,6.3,1.82
2016,5,27,4,292,6.7,1.81
2016,5,27,5,304,6.2,1.68
2016,5,27,6,309,5.6,1.66
2016,5,27,7,313,5.8,1.72
2016,5,27,8,307,6.8,1.86
2016,5,27,9,319,5.7,1.9
2016,5,27,10,301,9.1,1.82
2016,5,27,11,300,5.7,1.86
2016,5,27,12,295,8.4,1.98
2016,5,27,13,304,6.9,2.01
2016,5,27,14,319,2.2,2.12
2016,5,27,15,324,5,1.98
2016,5,27,16,317,3.4,2.12
2016,5,27,17,318,5.9,2
2016,5,27,18,337,5.1,1.82
2016,5,27,19,306,1.5,1.9
2016,5,27,20,245,1.1,1.61
2016,5,27,21,352,2.6,1.52
2016,5,27,22,284,0.9,1.68
2016,5,27,23,217,1.1,1.5
2016,5,28,0,271,4.4,1.54
2016,5,28,1,277,5.1,1.44
2016,5,28,2,287,4.2,1.42
2016,5,28,3,265,3.4,1.36
2016,5,28,4,241,3,1.13
2016,5,28,5,240,4.1,1.17
2016,5,28,6,216,4.2,1.06
2016,5,28,7,183,4.6,1.04
2016,5,28,8,176,6,1.07
2016,5,28,9,234,5.7,1.01
2016,5,28,10,226,5.4,1.1
2016,5,28,11,225,7.3,1.26
2016,5,28,12,224,7.9,1.29
2016,5,28,13,212,7.9,1.4
2016,5,28,14,208,8.3,1.53
2016,5,28,15,217,9.4,1.54
2016,5,28,16,202,9.7,1.66
2016,5,28,17,206,10.5,1.78
2016,5,28,18,202,10.6,1.85
2016,5,28,19,197,10.4,1.91
2016,5,28,20,198,9.4,2.11
2016,5,28,21,199,8.6,2
2016,5,28,22,192,7.6,1.94
2016,5,28,23,239,3,1.82
2016,5,29,0,278,4.2,1.74
2016,5,29,1,260,4,1.66
2016,5,29,2,279,1.8,1.6
2016,5,29,3,261,3,1.43
2016,5,29,4,303,3.4,1.45
2016,5,29,5,245,2,1.28
2016,5,29,6,260,2.1,1.22
2016,5,29,7,321,3.5,1.21
2016,5,29,8,339,4.4,1.21
2016,5,29,9,342,4.5,1.19
2016,5,29,10,346,4.2,1.21
2016,5,29,11,340,3.5,1.07
2016,5,29,12,342,4.4,1.01
2016,5,29,13,356,3.8,1.09
2016,5,29,14,352,3.1,1.03
2016,5,29,15,359,1.7,0.95
2016,5,29,16,321,4.2,0.98
2016,5,29,17,318,3.4,0.91
2016,5,29,18,301,4,0.86
2016,5,29,19,335,5.9,0.84
2016,5,29,20,329,4.3,0.87
2016,5,29,21,328,4.3,0.86
2016,5,29,22,328,4.6,0.86
2016,5,29,23,324,5.3,0.83
2016,5,30,0,321,5.5,0.88
2016,5,30,1,324,5.8,0.95
2016,5,30,2,323,5,0.97
2016,5,30,3,327,5.3,0.99
2016,5,30,4,333,4.7,1.11
2016,5,30,5,338,5.2,1.06
2016,5,30,6,339,5.9,0.95
2016,5,30,7,344,5.8,1.06
2016,5,30,8,350,5.3,1.06
2016,5,30,9,358,5.3,1.05
2016,5,30,10,358,4.9,0.97
2016,5,30,11,358,5.2,1
2016,5,30,12,353,5,1.08
2016,5,30,13,7,5.2,0.97
2016,5,30,14,15,4.4,1
2016,5,30,15,10,3.6,0.97
2016,5,30,16,346,3,0.98
2016,5,30,17,344,2.6,0.94
2016,5,30,18,344,3.4,0.89
2016,5,30,19,332,4.9,0.92
2016,5,30,20,333,5.7,0.92
2016,5,30,21,329,6.7,0.93
2016,5,30,22,336,6.9,0.95
2016,5,30,23,340,6.9,0.93
2016,5,31,0,339,7.2,0.92
2016,5,31,1,336,7.6,1.01
2016,5,31,2,337,7.7,1.08
2016,5,31,3,341,7.5,1.07
2016,5,31,4,344,7.2,1.08
2016,5,31,5,343,7,1.17
2016,5,31,6,342,7.3,1.06
2016,5,31,7,354,6.7,1.1
2016,5,31,8,348,5.7,1.06
2016,5,31,9,339,6,0.98
2016,5,31,10,343,5.3,0.91
2016,5,31,11,347,4.8,0.93
2016,5,31,12,351,3.6,0.97
2016,5,31,13,338,3.3,0.85
2016,5,31,14,326,2.6,0.9
2016,5,31,15,315,2.3,0.91
2016,5,31,16,310,2.1,0.88
2016,5,31,17,316,1.7,0.83
2016,5,31,18,305,3.6,0.81
2016,5,31,19,317,4.1,0.74
2016,5,31,20,312,4.8,0.67
2016,5,31,21,317,5.9,0.66
2016,5,31,22,317,5.6,0.65
2016,5,31,23,321,5.9,0.71
2016,6,1,0,325,6.3,0.72
2016,6,1,1,319,6,0.8
2016,6,1,2,330,5.7,0.82
2016,6,1,3,319,6.7,0.86
2016,6,1,4,317,5.7,0.93
2016,6,1,5,331,6.3,0.95
2016,6,1,6,323,5.5,1.02
2016,6,1,7,334,5.4,1.04
2016,6,1,8,329,5.7,1
2016,6,1,9,327,5.8,1.06
2016,6,1,10,314,4.1,1.05
2016,6,1,11,314,3.8,1.02
2016,6,1,12,324,3.4,0.99
2016,6,1,13,333,2.5,1.18
2016,6,1,14,327,1.8,1.14
2016,6,1,15,196,0.1,1.14
2016,6,1,16,253,1.9,1.18
2016,6,1,17,216,2.6,1.22
2016,6,1,18,219,2.8,1.3
2016,6,1,19,208,2.8,1.34
2016,6,1,20,212,3.7,1.37
2016,6,1,21,191,3.7,1.24
2016,6,1,22,182,3.6,1.26
2016,6,1,23,146,3.4,1.19
2016,6,2,0,147,5.3,1.29
2016,6,2,1,148,6,1.27
2016,6,2,2,160,7,1.31
2016,6,2,3,178,6.7,1.45
2016,6,2,4,182,6.8,1.49
2016,6,2,5,197,4.8,1.51
2016,6,2,6,215,5.7,1.59
2016,6,2,7,254,5.9,1.6
2016,6,2,8,261,5.4,1.52
2016,6,2,9,268,4.6,1.53
2016,6,2,10,262,4.6,1.52
2016,6,2,11,250,5.4,1.55
2016,6,2,12,262,4.2,1.51
2016,6,2,13,237,3.1,1.44
2016,6,2,14,233,2.1,1.5
2016,6,2,15,241,2.6,1.51
2016,6,2,16,203,3.6,1.49
2016,6,2,17,195,3.7,1.34
2016,6,2,18,145,4.7,1.49
2016,6,2,19,189,2.5,1.56
2016,6,2,20,166,3.2,1.32
2016,6,2,21,153,2.9,1.34
2016,6,2,22,159,2.8,1.47
2016,6,2,23,163,3.9,1.43
2016,6,3,0,157,3.8,1.49
2016,6,3,1,168,3.5,1.47
2016,6,3,2,172,2.9,1.56
2016,6,3,3,161,3.1,1.56
2016,6,3,4,156,3.3,1.39
2016,6,3,5,162,3,1.5
2016,6,3,6,135,2.8,1.43
2016,6,3,7,130,2.7,1.41
2016,6,3,8,134,2.2,1.48
2016,6,3,9,117,2.5,1.53
2016,6,3,10,121,2.8,1.47
2016,6,3,11,126,3.5,1.49
2016,6,3,12,126,3.1,1.94
2016,6,3,13,130,3.3,1.71
2016,6,3,14,128,2.5,1.59
2016,6,3,15,123,2.6,1.72
2016,6,3,16,150,2,1.81
2016,6,3,17,138,1.1,1.58
2016,6,3,18,281,1.6,1.67
2016,6,3,19,302,3.8,1.77
2016,6,3,20,317,5,1.73
2016,6,3,21,322,4.9,1.82
2016,6,3,22,333,6.5,1.72
2016,6,3,23,336,6.3,1.79
2016,6,4,0,334,7.2,1.79
2016,6,4,1,330,7.5,1.79
2016,6,4,2,321,7.9,1.92
2016,6,4,3,328,7.8,1.98
2016,6,4,4,333,8.6,1.78
2016,6,4,5,334,7.5,1.93
2016,6,4,6,334,8.2,2
2016,6,4,7,335,8,2
2016,6,4,8,338,7.9,2.04
2016,6,4,9,347,6.8,2.09
2016,6,4,10,346,5.6,2.06
2016,6,4,11,359,4.5,2.12
2016,6,4,12,6,3.4,2.19
2016,6,4,13,33,3,2.44
2016,6,4,14,350,2.4,2.22
2016,6,4,15,329,2.5,2.35
2016,6,4,16,338,2.6,2.33
2016,6,4,17,343,3,2.1
2016,6,4,18,341,3.2,2.31
2016,6,4,19,317,3.7,2.2
2016,6,4,20,322,6,2.26
2016,6,4,21,329,7.6,1.88
2016,6,4,22,329,8.5,2.25
2016,6,5,0,324,9.2,2.1
2016,6,5,1,327,8.8,2.15
2016,6,5,2,331,8.3,2.13
2016,6,5,3,331,8.8,2.04
2016,6,5,4,330,8.5,2.08
2016,6,5,5,330,5.6,2.08
2016,6,5,6,333,4.4,2
2016,6,5,7,317,2.9,1.95
2016,6,5,8,325,2.4,1.9
2016,6,5,9,273,2.2,1.68
2016,6,5,10,273,1.9,1.58
2016,6,5,11,270,0.8,1.94
2016,6,5,12,262,1.2,1.72
2016,6,5,13,207,0.9,1.71
2016,6,5,14,243,2.5,1.73
2016,6,5,15,275,2.9,1.63
2016,6,5,16,276,3.2,1.56
2016,6,5,17,288,2.8,1.53
2016,6,5,18,291,2.3,1.45
2016,6,5,19,288,2.3,1.41
2016,6,5,20,294,3,1.41
2016,6,5,21,295,3.7,1.58
2016,6,5,22,290,5.9,1.35
2016,6,5,23,306,5.7,1.31
2016,6,6,0,312,4.9,1.36
2016,6,6,1,315,7.4,1.4
2016,6,6,2,323,6.1,1.36
2016,6,6,3,325,6.3,1.4
2016,6,6,4,328,5.6,1.38
2016,6,6,5,322,6,1.4
2016,6,6,6,325,4.8,1.5
2016,6,6,7,315,6.4,1.49
2016,6,6,8,330,4.9,1.5
2016,6,6,9,326,5.4,1.43
2016,6,6,10,331,6.3,1.47
2016,6,6,11,329,7,1.54
2016,6,6,12,325,6.7,1.41
2016,6,6,13,327,6.3,1.46
2016,6,6,14,328,5.9,1.54
2016,6,6,15,332,6.5,1.63
2016,6,6,16,328,7.2,1.62
2016,6,6,18,330,8.9,1.77
2016,6,6,19,320,8.6,1.72
2016,6,6,20,330,8.7,1.88
2016,6,6,21,324,9.1,1.88
2016,6,6,22,318,9.5,1.84
2016,6,6,23,321,9.5,1.77
2016,6,7,0,324,9.5,1.95
2016,6,7,1,331,9.9,1.99
2016,6,7,2,332,9.9,1.95
2016,6,7,3,332,10.3,1.93
2016,6,7,4,334,8.8,1.76
2016,6,7,5,336,9.4,1.77
2016,6,7,6,339,7.9,1.83
2016,6,7,7,337,7.7,1.83
2016,6,7,8,335,7.4,1.62
2016,6,7,9,333,6.5,1.67
2016,6,7,10,334,6.9,1.69
2016,6,7,11,334,5.9,1.69
2016,6,7,12,334,6.7,1.76
2016,6,7,13,319,5.4,1.66
2016,6,7,14,317,5.3,1.61
2016,6,7,15,323,4.3,1.6
2016,6,7,16,309,4.8,1.62
2016,6,7,17,318,3.7,1.6
2016,6,7,18,308,3.5,1.61
2016,6,7,19,320,3.5,1.48
2016,6,7,20,303,4.4,1.43
2016,6,7,21,305,5.6,1.65
2016,6,7,22,315,6.5,1.64
2016,6,7,23,319,5.8,1.63
2016,6,8,0,323,7.4,1.54
2016,6,8,1,322,6.7,1.6
2016,6,8,2,332,6,1.55
2016,6,8,3,329,8.2,1.5
2016,6,8,4,325,7.4,1.56
2016,6,8,5,325,9.8,1.66
2016,6,8,6,335,9.9,1.75
2016,6,8,7,341,7.7,1.81
2016,6,8,8,338,7.8,1.85
2016,6,8,9,321,8.2,1.64
2016,6,8,10,316,8.4,1.76
2016,6,8,11,323,7,1.82
2016,6,8,12,325,4.8,1.72
2016,6,8,13,327,4.2,1.54
2016,6,8,14,289,6.1,1.55
2016,6,8,15,285,6.4,1.39
2016,6,8,17,293,4.6,1.35
2016,6,8,18,296,4.2,1.24
2016,6,8,19,279,3.8,1.23
2016,6,8,20,280,3.5,1.2
2016,6,8,21,291,4.4,1.15
2016,6,8,22,307,3,1.11
2016,6,8,23,297,4,1.12
2016,6,9,0,279,3.6,1.05
2016,6,9,1,285,3.5,1.06
2016,6,9,2,291,3.1,1.05
2016,6,9,3,294,3.1,0.98
2016,6,9,4,286,2.6,1.03
2016,6,9,5,282,3,0.91
2016,6,9,6,292,1.9,0.98
2016,6,9,7,285,2,0.95
2016,6,9,8,243,1.2,0.94
2016,6,9,9,248,1.4,0.94
2016,6,9,10,230,2.6,0.91
2016,6,9,11,269,1.4,0.88
2016,6,9,12,77,2.3,0.84
2016,6,9,13,99,4.1,0.82
2016,6,9,14,119,3.3,0.77
2016,6,9,15,130,4.5,0.73
2016,6,9,16,123,4.9,0.74
2016,6,9,17,128,5.6,0.73
2016,6,9,18,133,5.6,0.7
2016,6,9,19,135,6.2,0.71
2016,6,9,20,142,6.4,0.73
2016,6,9,21,158,5.8,0.74
2016,6,9,22,194,4.4,0.67
2016,6,9,23,228,4.9,0.7
2016,6,10,0,295,6.6,0.77
2016,6,10,1,283,7.2,0.87
2016,6,10,2,336,3.2,0.8
2016,6,10,3,222,2.5,0.77
2016,6,10,4,193,2.6,0.74
2016,6,10,5,214,2.6,0.74
2016,6,10,6,188,3.3,0.73
2016,6,10,8,188,3.7,0.72
2016,6,10,9,178,5.7,0.73
2016,6,10,10,151,3.8,0.75
2016,6,10,11,120,5,0.79
2016,6,10,12,166,5,0.88
2016,6,10,14,129,6.7,1.01
2016,6,10,15,116,6.7,1.11
2016,6,10,16,122,8,1.07
2016,6,10,17,140,7.8,1.12
2016,6,10,18,147,7.7,1.18
2016,6,10,19,156,7.4,1.24
2016,6,10,20,153,4.7,1.4
2016,6,10,21,360,2.6,1.61
2016,6,10,22,42,5.7,1.46
2016,6,10,23,62,3.9,1.48
2016,6,11,0,77,0.8,1.4
2016,6,11,1,313,1.9,1.34
2016,6,11,2,313,5,1.16
2016,6,11,3,324,5.2,1.17
2016,6,11,4,313,5.5,1.12
2016,6,11,5,315,5.7,1.31
2016,6,11,6,313,5.6,1.25
2016,6,11,7,311,5.3,1.37
2016,6,11,8,303,5,1.54
2016,6,11,9,312,5.3,1.4
2016,6,11,10,285,3.4,1.41
2016,6,11,11,335,4.5,1.43
2016,6,11,12,326,6.2,1.4
2016,6,11,13,307,5.2,1.29
2016,6,11,14,306,3.8,1.29
2016,6,11,15,295,7.2,1.19
2016,6,11,17,319,1,1.22
2016,6,11,18,269,2.1,1.35
2016,6,11,19,311,3.4,1.24
2016,6,11,20,302,7.5,1.27
2016,6,11,21,316,2.3,1.3
2016,6,11,22,279,1.6,1.3
2016,6,11,23,306,2.7,1.25
2016,6,12,0,339,2.2,1.31
2016,6,12,1,313,2.9,1.34
2016,6,12,2,308,4,1.26
2016,6,12,3,324,4.7,1.12
2016,6,12,4,320,3.1,1.09
2016,6,12,5,326,4.6,1
2016,6,12,6,337,4.9,1.1
2016,6,12,7,330,4.1,1.08
2016,6,12,8,336,3.9,1.06
2016,6,12,9,340,4,1.13
2016,6,12,10,340,4.6,1.32
2016,6,12,11,9,3.9,1.26
2016,6,12,12,353,3.5,1.17
2016,6,12,13,346,3.1,1.26
2016,6,12,14,344,1.8,1.28
2016,6,12,15,346,2.7,1.13
2016,6,12,16,349,2.2,1
2016,6,12,17,1,2.4,0.98
2016,6,12,18,11,2.8,0.9
2016,6,12,19,347,2.4,0.89
2016,6,12,20,326,3.8,0.82
2016,6,12,21,298,4.4,0.92
2016,6,12,22,292,5.8,0.87
2016,6,12,23,309,6.1,0.85
2016,6,13,0,307,6.4,0.82
2016,6,13,1,305,6.1,0.87
2016,6,13,2,313,5.4,0.77
2016,6,13,3,314,5.4,0.79
2016,6,13,4,321,3.5,0.76
2016,6,13,5,310,3.8,0.7
2016,6,13,6,308,3.2,0.67
2016,6,13,7,303,2.6,0.61
2016,6,13,8,278,2.4,0.65
2016,6,13,9,281,3.6,0.65
2016,6,13,10,316,7.9,0.73
2016,6,13,11,313,6,0.88
2016,6,13,12,327,6,1.07
2016,6,13,14,320,4.6,1.15
2016,6,13,15,318,4.6,1.19
2016,6,13,16,252,5,1.29
2016,6,13,17,292,5.4,1.3
2016,6,13,18,309,3.7,1.45
2016,6,13,19,298,5.7,1.6
2016,6,13,20,281,5.8,1.77
2016,6,13,21,261,5.7,1.96
2016,6,13,22,266,4.3,2.19
2016,6,13,23,295,3.3,1.98
2016,6,14,0,281,5.4,1.86
2016,6,14,1,288,4.7,1.93
2016,6,14,2,246,5.2,1.97
2016,6,14,3,245,3.1,1.76
2016,6,14,4,200,4.3,1.71
2016,6,14,5,202,5,1.63
2016,6,14,6,176,4.6,1.5
2016,6,14,7,239,6,1.65
2016,6,14,8,307,5.7,1.76
2016,6,14,9,316,0.7,1.72
2016,6,14,10,32,2.5,1.71
2016,6,14,11,257,3.1,1.74
2016,6,14,12,277,6.2,1.77
2016,6,14,13,308,3.9,1.71
2016,6,14,14,108,2,1.76
2016,6,14,15,73,2,1.67
2016,6,14,16,321,1.5,1.64
2016,6,14,17,188,0.5,1.68
2016,6,14,18,271,4.4,1.74
2016,6,14,19,314,5,1.67
2016,6,14,20,308,2.8,1.72
2016,6,14,21,262,5,1.7
2016,6,14,22,267,4.4,1.7
2016,6,14,23,275,4.4,1.65
2016,6,15,0,245,3.4,1.81
2016,6,15,1,245,2.9,1.74
2016,6,15,2,255,3.1,1.84
2016,6,15,3,244,2.6,1.86
2016,6,15,4,219,1.4,2
2016,6,15,5,232,1.9,2
2016,6,15,6,199,3.6,2.04
2016,6,15,7,293,4.8,1.97
2016,6,15,8,154,1.7,1.96
2016,6,15,9,79,3.5,2.01
2016,6,15,10,93,5.6,2.15
2016,6,15,11,88,5.6,1.89
2016,6,15,12,87,7,1.99
2016,6,15,13,99,8.1,2.11
2016,6,15,14,105,7.1,2.02
2016,6,15,15,120,7.4,1.87
2016,6,15,16,111,3.9,1.86
2016,6,15,17,143,2.7,1.91
2016,6,15,18,162,4.6,1.9
2016,6,15,19,162,4,2.07
2016,6,15,20,217,2.7,1.91
2016,6,15,21,264,1.9,2.02
2016,6,15,22,288,2,2.09
2016,6,15,23,295,1.6,2.04
2016,6,16,0,283,0.7,2.09
2016,6,16,1,262,0.9,2.18
2016,6,16,2,231,0.9,2.05
2016,6,16,3,243,0.7,1.91
2016,6,16,4,297,0.6,1.98
2016,6,16,5,306,1.7,1.91
2016,6,16,6,353,0.3,1.77
2016,6,16,7,354,0.7,1.82
2016,6,16,8,103,0.8,1.78
2016,6,16,9,129,0.9,1.9
2016,6,16,10,107,1.3,1.58
2016,6,16,11,90,3.2,1.7
2016,6,16,12,111,3.4,1.71
2016,6,16,13,106,3.1,1.74
2016,6,16,14,116,3.3,1.64
2016,6,16,15,127,4.3,1.66
2016,6,16,16,129,4.5,1.64
2016,6,16,17,129,3.6,1.73
2016,6,16,18,135,2.8,1.62
2016,6,16,19,174,1.9,1.59
2016,6,16,20,206,2.4,1.55
2016,6,16,21,301,4.1,1.5
2016,6,16,22,328,1.6,1.44
2016,6,16,23,244,1.2,1.52
2016,6,17,0,318,1.7,1.5
2016,6,17,1,305,2.5,1.55
2016,6,17,2,335,3,1.55
2016,6,17,3,355,2.7,1.46
2016,6,17,4,5,3.1,1.52
2016,6,17,5,8,3.2,1.38
2016,6,17,6,354,4.2,1.54
2016,6,17,7,358,5.3,1.5
2016,6,17,8,16,5.6,1.33
2016,6,17,9,8,5.5,1.32
2016,6,17,10,5,5.3,1.3
2016,6,17,11,12,5.6,1.32
2016,6,17,12,45,3.3,1.16
2016,6,17,13,22,3.8,1.19
2016,6,17,14,24,2.7,1.23
2016,6,17,15,356,4,1.24
2016,6,17,16,346,4.1,1.19
2016,6,17,17,333,4.2,1.02
2016,6,17,18,320,4.3,1.19
2016,6,17,19,320,4.3,1.11
2016,6,17,20,309,4,1.15
2016,6,17,21,307,4.4,1.1
2016,6,17,22,355,4.4,1.17
2016,6,17,23,336,5.6,1.13
2016,6,18,0,324,6.6,1.16
2016,6,18,1,331,6.6,1.24
2016,6,18,2,328,6.1,1.24
2016,6,18,3,345,5.8,1.28
2016,6,18,4,3,5.5,1.14
2016,6,18,5,340,4.1,1.19
2016,6,18,6,323,4.9,1.06
2016,6,18,7,346,5.5,1.09
2016,6,18,8,356,5.3,1.01
2016,6,18,9,8,4.1,1.05
2016,6,18,10,25,2.3,1.05
2016,6,18,11,349,1.2,1.1
2016,6,18,12,10,2.3,1.18
2016,6,18,13,358,0.8,1.13
2016,6,18,14,337,1.3,1.15
2016,6,18,15,147,0.2,1.18
2016,6,18,16,297,3,1.16
2016,6,18,17,297,3,1.09
2016,6,18,18,297,7.1,1.07
2016,6,18,19,295,6.3,1.21
2016,6,18,20,269,6.9,1.21
2016,6,18,21,258,6,1.16
2016,6,18,22,286,5.9,1.2
2016,6,18,23,243,4.9,1.15
2016,6,19,0,253,4.1,1.14
2016,6,19,1,236,6.1,1.27
2016,6,19,2,237,5.9,1.25
2016,6,19,3,213,4.7,1.24
2016,6,19,4,194,4.8,1.21
2016,6,19,5,247,3.2,1.13
2016,6,19,6,216,2.5,1.2
2016,6,19,7,205,3.2,1.12
2016,6,19,8,168,1.6,1.1
2016,6,19,9,177,1.7,1.03
2016,6,19,10,117,4.6,0.93
2016,6,19,11,116,5.4,1.01
2016,6,19,12,87,5.9,0.98
2016,6,19,13,96,5,1.09
2016,6,19,14,99,4.2,1.07
2016,6,19,15,104,3.1,1.1
2016,6,19,16,118,2,0.98
2016,6,19,17,61,0.3,1.01
2016,6,19,18,301,1.1,0.88
2016,6,19,19,312,3,0.96
2016,6,19,20,315,5,0.86
2016,6,19,21,329,7.6,0.87
2016,6,19,22,331,8.6,0.86
2016,6,19,23,327,9.5,0.97
2016,6,20,0,330,10.5,1.1
2016,6,20,1,332,10.8,1.23
2016,6,20,2,332,10.8,1.31
2016,6,20,3,331,10.9,1.53
2016,6,20,4,336,10.6,1.4
2016,6,20,5,338,9.7,1.56
2016,6,20,6,340,9.8,1.52
2016,6,20,7,338,9,1.53
2016,6,20,8,344,8.2,1.36
2016,6,20,9,335,7.6,1.43
2016,6,20,10,331,7.4,1.33
2016,6,20,11,335,7,1.18
2016,6,20,12,339,6.9,1.27
2016,6,20,13,339,5.4,1.19
2016,6,20,14,321,5.1,1.03
2016,6,20,15,313,6.1,1.1
2016,6,20,16,326,5.8,1.09
2016,6,20,17,329,5.2,1.12
2016,6,20,18,300,5.8,1.02
2016,6,20,19,298,5.6,1
2016,6,20,20,299,5.1,0.95
2016,6,20,21,294,5.5,0.86
2016,6,20,22,308,4.8,0.94
2016,6,20,23,295,4.3,0.85
2016,6,21,0,290,4.2,0.85
2016,6,21,1,286,4,0.94
2016,6,21,2,301,3.7,0.89
2016,6,21,3,307,3.8,0.95
2016,6,21,4,291,3.1,0.89
2016,6,21,5,313,3.7,0.91
2016,6,21,6,311,4.1,0.97
2016,6,21,7,309,3.7,0.9
2016,6,21,8,306,3.9,1.05
2016,6,21,9,317,3.3,1.14
2016,6,21,10,310,2.5,1.36
2016,6,21,11,301,3,1.43
2016,6,21,13,3,3.1,1.4
2016,6,21,14,12,2.4,1.57
2016,6,21,15,350,2.9,1.5
2016,6,21,16,340,3.8,1.72
2016,6,21,17,349,3.3,1.49
2016,6,21,18,12,2.4,1.61
2016,6,21,19,23,0.9,1.55
2016,6,21,20,229,0.1,1.47
2016,6,21,21,296,2.2,1.37
2016,6,21,22,281,2.8,1.35
2016,6,21,23,299,5,1.22
2016,6,22,0,308,5.9,1.25
2016,6,22,1,306,6.2,1.16
2016,6,22,2,321,5.8,1.22
2016,6,22,3,324,6.5,1.09
2016,6,22,4,326,6,1.07
2016,6,22,5,324,5.5,1.01
2016,6,22,6,326,4.6,0.97
2016,6,22,7,329,4.4,0.94
2016,6,22,8,345,3.6,0.9
2016,6,22,9,342,3,0.87
2016,6,22,10,346,2.4,0.82
2016,6,22,11,4,1.5,0.89
2016,6,22,12,23,0.6,0.84
2016,6,22,14,206,0.5,1.06
2016,6,22,15,196,1,1.26
2016,6,22,16,141,2.2,1.63
2016,6,22,17,140,2.4,1.53
2016,6,22,18,152,2.9,1.55
2016,6,22,19,176,2.5,1.56
2016,6,22,20,192,2.5,1.35
2016,6,22,21,177,2.7,1.37
2016,6,22,22,158,1.6,1.31
2016,6,22,23,131,2.1,1.4
2016,6,23,0,138,3.2,1.17
2016,6,23,1,131,3.4,1.13
2016,6,23,2,115,4.5,1.05
2016,6,23,3,164,3.7,1.09
2016,6,23,4,167,5.6,1.04
2016,6,23,5,166,5.9,1.12
2016,6,23,6,159,7,1.09
2016,6,23,7,157,7,1.19
2016,6,23,9,120,4.1,1.29
2016,6,23,10,206,4.4,1.16
2016,6,23,11,301,5.8,1.2
2016,6,23,12,299,5,1.25
2016,6,23,13,285,4.1,1.15
2016,6,23,14,268,4.4,1.1
2016,6,23,15,257,3.8,1.18
2016,6,23,16,249,1.8,1.24
2016,6,23,17,328,3.5,1.2
2016,6,23,18,32,1.4,1.16
2016,6,23,19,170,0.6,1.2
2016,6,23,20,269,2.3,1.14
2016,6,23,21,225,1.8,1.19
2016,6,23,22,290,4.4,1.19
2016,6,23,23,279,4.4,1.32
2016,6,24,0,280,4.8,1.34
2016,6,24,1,286,4.3,1.38
2016,6,24,2,275,3.8,1.47
2016,6,24,3,265,2.8,1.47
2016,6,24,4,273,4.4,1.44
2016,6,24,5,274,4.5,1.26
2016,6,24,6,261,4.3,1.28
2016,6,24,7,271,5,1.27
